"service_requirement_id","service_level","time_horizon","outcome_node_id","requirement_role","minimum_outcome","group_size_scope","capacity_basis","evidence_required","status","human_review_state","release_gate","release_version"
"SR-SL2-TD-KNOWLEDGE","SL2","3_TO_14_DAYS","TD-KNOWLEDGE","REQUIRED","Обеспечить ротационные резервы; уход; отходы; карты; транспорт и отказ одного канала","N1|N2|N3_TO_N7","BYTES_DOCUMENTS_READERS_RESTORE_TIME_AND_COPIES","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL2-TD-TRANSPORT","SL2","3_TO_14_DAYS","TD-TRANSPORT","REQUIRED","Обеспечить ротационные резервы; уход; отходы; карты; транспорт и отказ одного канала","N1|N2|N3_TO_N7","PEOPLE_KG_KM_RANGE_AND_TURNAROUND_TIME","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL2-TD-ENVIRONMENT","SL2","3_TO_14_DAYS","TD-ENVIRONMENT","REQUIRED","Обеспечить ротационные резервы; уход; отходы; карты; транспорт и отказ одного канала","N1|N2|N3_TO_N7","SITE_SERIES_SEASONAL_RANGE_AND_TRIGGER_THRESHOLDS","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL2-TD-GOV","SL2","3_TO_14_DAYS","TD-GOV","REQUIRED","Обеспечить ротационные резервы; уход; отходы; карты; транспорт и отказ одного канала","N1|N2|N3_TO_N7","DECISIONS_RESOURCES_LABOR_HOURS_AND_AUDIT_INTERVAL","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL2-TD-WATER","SL2","3_TO_14_DAYS","TD-WATER","REQUIRED","Обеспечить ротационные резервы; уход; отходы; карты; транспорт и отказ одного канала","N1|N2|N3_TO_N7","LITRES_PER_PERSON_DAY_PLUS_PEAK_AND_STORAGE_DAYS","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL2-TD-FOOD","SL2","3_TO_14_DAYS","TD-FOOD","REQUIRED","Обеспечить ротационные резервы; уход; отходы; карты; транспорт и отказ одного канала","N1|N2|N3_TO_N7","KCAL_NUTRIENTS_PER_PERSON_DAY_YIELD_AREA_AND_LOSS","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL2-TD-HEALTH","SL2","3_TO_14_DAYS","TD-HEALTH","REQUIRED","Обеспечить ротационные резервы; уход; отходы; карты; транспорт и отказ одного канала","N1|N2|N3_TO_N7","PERSON_SPECIFIC_RESPONSE_TIME_AND_CARE_HOURS","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL3-TD-WORKSHOP","SL3","15_TO_90_DAYS","TD-WORKSHOP","REQUIRED","Развернуть ремонт; обучение; запасы; полевые испытания и сезонную подготовку","N1|N2|N3_TO_N7","JOBS_PER_PERIOD_LABOR_HOURS_AND_SPARES","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL3-TD-EDUCATION","SL3","15_TO_90_DAYS","TD-EDUCATION","REQUIRED","Развернуть ремонт; обучение; запасы; полевые испытания и сезонную подготовку","N1|N2|N3_TO_N7","LEARNERS_HOURS_COMPETENCY_AND_DUPLICATES","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL3-TD-TRANSPORT","SL3","15_TO_90_DAYS","TD-TRANSPORT","REQUIRED","Развернуть ремонт; обучение; запасы; полевые испытания и сезонную подготовку","N1|N2|N3_TO_N7","PEOPLE_KG_KM_RANGE_AND_TURNAROUND_TIME","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL3-TD-ENERGY","SL3","15_TO_90_DAYS","TD-ENERGY","REQUIRED","Развернуть ремонт; обучение; запасы; полевые испытания и сезонную подготовку","N1|N2|N3_TO_N7","WH_PER_DAY_PEAK_W_AUTONOMY_AND_RECHARGE_TIME","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL3-TD-SEED-BANK","SL3","15_TO_90_DAYS","TD-SEED-BANK","REQUIRED","Развернуть ремонт; обучение; запасы; полевые испытания и сезонную подготовку","N1|N2|N3_TO_N7","KCAL_NUTRIENTS_PER_PERSON_DAY_YIELD_AREA_AND_LOSS","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL3-TD-FERTILIZERS","SL3","15_TO_90_DAYS","TD-FERTILIZERS","REQUIRED","Развернуть ремонт; обучение; запасы; полевые испытания и сезонную подготовку","N1|N2|N3_TO_N7","KCAL_NUTRIENTS_PER_PERSON_DAY_YIELD_AREA_AND_LOSS","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL4-TD-WATER-YIELD","SL4","ONE_SEASON_TO_ONE_YEAR","TD-WATER-YIELD","REQUIRED","Пройти полный сезон воды; пищи; семян; энергии и обслуживания с измеренными потерями","N1|N2|N3_TO_N7","LITRES_PER_PERSON_DAY_PLUS_PEAK_AND_STORAGE_DAYS","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL4-TD-CROP-TRIAL","SL4","ONE_SEASON_TO_ONE_YEAR","TD-CROP-TRIAL","REQUIRED","Пройти полный сезон воды; пищи; семян; энергии и обслуживания с измеренными потерями","N1|N2|N3_TO_N7","KCAL_NUTRIENTS_PER_PERSON_DAY_YIELD_AREA_AND_LOSS","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL4-TD-SEED-REGEN","SL4","ONE_SEASON_TO_ONE_YEAR","TD-SEED-REGEN","REQUIRED","Пройти полный сезон воды; пищи; семян; энергии и обслуживания с измеренными потерями","N1|N2|N3_TO_N7","KCAL_NUTRIENTS_PER_PERSON_DAY_YIELD_AREA_AND_LOSS","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL4-TD-HARVEST-STORAGE","SL4","ONE_SEASON_TO_ONE_YEAR","TD-HARVEST-STORAGE","REQUIRED","Пройти полный сезон воды; пищи; семян; энергии и обслуживания с измеренными потерями","N1|N2|N3_TO_N7","KCAL_NUTRIENTS_PER_PERSON_DAY_YIELD_AREA_AND_LOSS","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL4-TD-ENERGY-GENERATION","SL4","ONE_SEASON_TO_ONE_YEAR","TD-ENERGY-GENERATION","REQUIRED","Пройти полный сезон воды; пищи; семян; энергии и обслуживания с измеренными потерями","N1|N2|N3_TO_N7","WH_PER_DAY_PEAK_W_AUTONOMY_AND_RECHARGE_TIME","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL4-TD-KNOWLEDGE-RESTORE","SL4","ONE_SEASON_TO_ONE_YEAR","TD-KNOWLEDGE-RESTORE","REQUIRED","Пройти полный сезон воды; пищи; семян; энергии и обслуживания с измеренными потерями","N1|N2|N3_TO_N7","BYTES_DOCUMENTS_READERS_RESTORE_TIME_AND_COPIES","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL5-TD-MATERIALS-PRODUCTION","SL5","ONE_TO_15_YEARS","TD-MATERIALS-PRODUCTION","REQUIRED","Поддерживать инфраструктуру; материалы; профессиональную сеть; замену и миграцию знаний","N1|N2|N3_TO_N7","MASS_VOLUME_THROUGHPUT_YIELD_AND_REJECT_RATE","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL5-TD-CONSTRUCTION","SL5","ONE_TO_15_YEARS","TD-CONSTRUCTION","CONDITIONAL","Поддерживать инфраструктуру; материалы; профессиональную сеть; замену и миграцию знаний","N1|N2|N3_TO_N7","AREA_LOAD_WEATHER_WINDOW_LABOR_AND_INSPECTION","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL5-TD-WORKSHOP","SL5","ONE_TO_15_YEARS","TD-WORKSHOP","REQUIRED","Поддерживать инфраструктуру; материалы; профессиональную сеть; замену и миграцию знаний","N1|N2|N3_TO_N7","JOBS_PER_PERIOD_LABOR_HOURS_AND_SPARES","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL5-TD-KNOWLEDGE","SL5","ONE_TO_15_YEARS","TD-KNOWLEDGE","REQUIRED","Поддерживать инфраструктуру; материалы; профессиональную сеть; замену и миграцию знаний","N1|N2|N3_TO_N7","BYTES_DOCUMENTS_READERS_RESTORE_TIME_AND_COPIES","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL5-TD-GOV-COMMUNITY","SL5","ONE_TO_15_YEARS","TD-GOV-COMMUNITY","REQUIRED","Поддерживать инфраструктуру; материалы; профессиональную сеть; замену и миграцию знаний","N1|N2|N3_TO_N7","DECISIONS_RESOURCES_LABOR_HOURS_AND_AUDIT_INTERVAL","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL6-TD-GOV-SUCCESSION","SL6","15_TO_100_YEARS","TD-GOV-SUCCESSION","REQUIRED","Передать права; навыки; архив; землю; институты и межгрупповые зависимости следующему поколению","N1|N2|N3_TO_N7","DECISIONS_RESOURCES_LABOR_HOURS_AND_AUDIT_INTERVAL","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL6-TD-EDUCATION-INSTRUCTOR","SL6","15_TO_100_YEARS","TD-EDUCATION-INSTRUCTOR","REQUIRED","Передать права; навыки; архив; землю; институты и межгрупповые зависимости следующему поколению","N1|N2|N3_TO_N7","LEARNERS_HOURS_COMPETENCY_AND_DUPLICATES","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL6-TD-KNOWLEDGE-MIGRATION","SL6","15_TO_100_YEARS","TD-KNOWLEDGE-MIGRATION","REQUIRED","Передать права; навыки; архив; землю; институты и межгрупповые зависимости следующему поколению","N1|N2|N3_TO_N7","BYTES_DOCUMENTS_READERS_RESTORE_TIME_AND_COPIES","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL6-TD-PEOPLE-DEMOGRAPHY","SL6","15_TO_100_YEARS","TD-PEOPLE-DEMOGRAPHY","REQUIRED","Передать права; навыки; архив; землю; институты и межгрупповые зависимости следующему поколению","N1|N2|N3_TO_N7","PERSON_HOURS_DEPENDENCY_AND_SHIFT_CAPACITY","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL6-TD-GOV-LAW","SL6","15_TO_100_YEARS","TD-GOV-LAW","REQUIRED","Передать права; навыки; архив; землю; институты и межгрупповые зависимости следующему поколению","N1|N2|N3_TO_N7","DECISIONS_RESOURCES_LABOR_HOURS_AND_AUDIT_INTERVAL","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"SR-SL6-TD-GOV-COMMUNITY","SL6","15_TO_100_YEARS","TD-GOV-COMMUNITY","REQUIRED","Передать права; навыки; архив; землю; институты и межгрупповые зависимости следующему поколению","N1|N2|N3_TO_N7","DECISIONS_RESOURCES_LABOR_HOURS_AND_AUDIT_INTERVAL","Measured capacity; duration; inventory; test; owner; backup; accepted residual risk","CATALOG_ONLY_NOT_EVALUATED","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
