"project_id","domain_id","group_code","title_ru","mode","purpose","prerequisites","inputs_tools","protocol_summary","raw_measurements","units","expected_pattern","success_evidence","repetitions","uncertainty_method","hazards","stop_conditions","waste_disposal","safety_class","supervision","duration_hours","seasonal_window","output_artifact","linked_package_ids","source_binding_state","execution_gate","status","successor_demo","release_version"
"PRJ-066","SCI-LIFE-01","LIFE","Практическая проверка: Клетка, мембраны и обмен веществ","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Клетка, мембраны и обмен веществ».","SCI-METH-01|SCI-METH-07|SCI-METH-14|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить аннотированная схема и анализ готового микроснимка; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","аннотированная схема и анализ готового микроснимка","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-01/YYYY-MM-DD/","PSP-017","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-067","SCI-LIFE-02","LIFE","Практическая проверка: ДНК, наследование и вариация","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «ДНК, наследование и вариация».","SCI-LIFE-01|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить родословная учебного признака без медицинской интерпретации; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","родословная учебного признака без медицинской интерпретации","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-02/YYYY-MM-DD/","PSP-017","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-068","SCI-LIFE-03","LIFE","Практическая проверка: Эволюция, отбор и филогенетика","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Эволюция, отбор и филогенетика».","SCI-LIFE-02|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить дерево признаков с указанием неопределённости; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","дерево признаков с указанием неопределённости","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-03/YYYY-MM-DD/","PSP-017","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-069","SCI-LIFE-04","LIFE","Практическая проверка: Ботаника и морфология растений","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Ботаника и морфология растений».","SCI-LIFE-03|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить фотопротокол безопасного известного растения; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","фотопротокол безопасного известного растения","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-04/YYYY-MM-DD/","PSP-017|SUP-LEA-001","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-070","SCI-LIFE-05","LIFE","Практическая проверка: Физиология растений и фотосинтез","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Физиология растений и фотосинтез».","SCI-LIFE-04|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить неразрушающий ростовой/световой ряд; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","неразрушающий ростовой/световой ряд","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-05/YYYY-MM-DD/","PSP-017","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-071","SCI-LIFE-06","LIFE","Практическая проверка: Зоология, поведение и благополучие","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Зоология, поведение и благополучие».","SCI-LIFE-05|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить неинвазивное наблюдение без кормления дикой фауны; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","неинвазивное наблюдение без кормления дикой фауны","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-06/YYYY-MM-DD/","PSP-017|SUP-LEA-049","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-072","SCI-LIFE-07","LIFE","Практическая проверка: Микробиология и биобезопасность","REFERENCE_ONLY_NO_EXECUTION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Микробиология и биобезопасность».","SCI-LIFE-06|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Только чтение, распознавание опасности и анализ опубликованных данных: работа только с опубликованными данными; культивирование неизвестных организмов запрещено. Никаких бытовых экспериментов, культивирования, давления, огня или опасных веществ.","работа только с опубликованными данными; культивирование неизвестных организмов запрещено","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","1","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Высокий риск тяжёлой травмы, инфекции, отравления, пожара, взрыва или загрязнения.","NO-GO для household execution; изолировать ситуацию и обратиться к компетентной службе/специалисту.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","Профессиональная площадка и разрешение обязательны для любого физического исполнения.","2","ANY_SAFE_PERIOD","records/science/SCI-LIFE-07/YYYY-MM-DD/","PSP-019|SUP-PHY-025","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-073","SCI-LIFE-08","LIFE","Практическая проверка: Микроскопия готовых безопасных препаратов","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Микроскопия готовых безопасных препаратов».","SCI-LIFE-07|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить фокус, масштаб и рисунок готового слайда; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","фокус, масштаб и рисунок готового слайда","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-08/YYYY-MM-DD/","PSP-017","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-074","SCI-LIFE-09","LIFE","Практическая проверка: Систематика и определение видов","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Систематика и определение видов».","SCI-LIFE-08|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить определение по нескольким признакам с фото и географией; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","определение по нескольким признакам с фото и географией","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-09/YYYY-MM-DD/","PSP-017|SUP-LEA-001","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-075","SCI-LIFE-10","LIFE","Практическая проверка: Популяции, пищевые сети и экосистемные связи","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Популяции, пищевые сети и экосистемные связи».","SCI-LIFE-09|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить наблюдательный маршрут с повторяемыми точками; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","наблюдательный маршрут с повторяемыми точками","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-10/YYYY-MM-DD/","PSP-017|PSP-048","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-076","SCI-LIFE-11","LIFE","Практическая проверка: Опыление и взаимодействия растение–животное","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Опыление и взаимодействия растение–животное».","SCI-LIFE-10|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить счёт посещений без вмешательства в гнёзда; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","счёт посещений без вмешательства в гнёзда","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-11/YYYY-MM-DD/","PSP-017|PSP-048","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-077","SCI-LIFE-12","LIFE","Практическая проверка: Разложение, почвенная биота и круговороты","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Разложение, почвенная биота и круговороты».","SCI-LIFE-11|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить закрытый наблюдательный журнал без выращивания неизвестных культур; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","закрытый наблюдательный журнал без выращивания неизвестных культур","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-12/YYYY-MM-DD/","PSP-017|PSP-048","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-078","SCI-LIFE-13","LIFE","Практическая проверка: Биоразнообразие и мониторинг участка","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Биоразнообразие и мониторинг участка».","SCI-LIFE-12|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить фиксированный маршрут, фото-точки и список видов; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","фиксированный маршрут, фото-точки и список видов","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-13/YYYY-MM-DD/","PSP-017|PSP-048","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-079","SCI-LIFE-14","LIFE","Практическая проверка: Биостатистика и экологическое моделирование","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Биостатистика и экологическое моделирование».","SCI-LIFE-13|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить повторный анализ открытого набора данных; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","повторный анализ открытого набора данных","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-14/YYYY-MM-DD/","PSP-017|PSP-048","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-080","SCI-LIFE-15","LIFE","Практическая проверка: Биоинформатика и работа с открытыми последовательностями","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Биоинформатика и работа с открытыми последовательностями».","SCI-LIFE-14|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для наблюдение/счёт должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить воспроизводимый поиск по публичной базе без персональных данных; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","воспроизводимый поиск по публичной базе без персональных данных","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-LIFE-15/YYYY-MM-DD/","PSP-060|SUP-LEA-003","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
