"package_id","priority_tier","category","subcategory","title","publisher","languages","jurisdiction","canonical_url","acquisition_url","distribution_format","reader_or_runtime","size_class","license_expression","license_url","license_review_state","redistribution_state","attribution_required","authority_class","safety_class","content_review_state","section_review_state","download_state","downloaded_version","retrieved_at","local_path","byte_size","sha256","upstream_checksum_state","malware_scan_state","offline_open_state","search_index_state","update_class","review_due","retention_class","privacy_class","notes"
"PKG-WIKTIONARY-RU","L2","LANGUAGE","DICTIONARY","Wiktionary Russian ZIM","Wikimedia via Kiwix","RU","GLOBAL","https://library.kiwix.org/","https://library.kiwix.org/","ZIM","KIWIX","MEDIUM","CC-BY-SA_GFDL_PER_PROJECT","https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","COMMUNITY_DICTIONARY","REFERENCE_ONLY","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","ANNUAL","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-WIKTIONARY-PT","L2","LANGUAGE","DICTIONARY","Wiktionary Portuguese ZIM","Wikimedia via Kiwix","PT","GLOBAL","https://library.kiwix.org/","https://library.kiwix.org/","ZIM","KIWIX","MEDIUM","CC-BY-SA_GFDL_PER_PROJECT","https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","COMMUNITY_DICTIONARY","REFERENCE_ONLY","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","ANNUAL","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-WIKIBOOKS","L3","EDUCATION","WIKIBOOKS","Selected Wikibooks RU PT EN","Wikimedia","RU|PT|EN","GLOBAL","https://dumps.wikimedia.org/","https://dumps.wikimedia.org/","ZIM_XML","KIWIX_OR_EXTRACTOR","LARGE","PROJECT_AND_ITEM_SPECIFIC","https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","COMMUNITY_EDUCATION","REFERENCE_ONLY","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","ANNUAL","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-WIKISOURCE","L3","CULTURE","WIKISOURCE","Selected Wikisource RU PT EN","Wikimedia","RU|PT|EN","GLOBAL","https://dumps.wikimedia.org/","https://dumps.wikimedia.org/","ZIM_XML","KIWIX_OR_EXTRACTOR","LARGE","TEXT_AND_SOURCE_WORK_RIGHTS_SEPARATE","https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","COMMUNITY_CULTURE","REFERENCE_ONLY","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","ANNUAL","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED","Portugal EU public-domain check per work and translation"
"PKG-WIKIVOYAGE","L2","NAVIGATION","TRAVEL_REFERENCE","Wikivoyage RU PT EN ZIM","Wikimedia via Kiwix","RU|PT|EN","GLOBAL","https://library.kiwix.org/","https://library.kiwix.org/","ZIM","KIWIX","MEDIUM","CC-BY-SA","https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","COMMUNITY_TRAVEL","DYNAMIC_REFERENCE_ONLY","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","6_MONTHS","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED","Addresses borders and services can be stale"
"PKG-WIKIDATA-DUMP","L4","DATA","KNOWLEDGE_GRAPH","Wikidata entity dumps","Wikimedia","MULTI","GLOBAL","https://dumps.wikimedia.org/wikidatawiki/entities/","https://dumps.wikimedia.org/wikidatawiki/entities/","JSON_BZ2","CUSTOM_TOOLS","VERY_LARGE","CC0_DATA_WITH_ITEM_EXCEPTIONS","https://www.wikidata.org/wiki/Wikidata:Licensing","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","COMMUNITY_DATA","REFERENCE_ONLY","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","MONTHLY","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-WIKIMEDIA-DUMPS","L4","ARCHIVE","RAW_PROJECT_DUMPS","Wikimedia database backup dumps","Wikimedia","MULTI","GLOBAL","https://dumps.wikimedia.org/backup-index.html","https://dumps.wikimedia.org/backup-index.html","XML_BZ2_GZ_SQL","CUSTOM_TOOLS","VERY_LARGE","PROJECT_AND_MEDIA_SPECIFIC","https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","COMMUNITY_ARCHIVE","REFERENCE_ONLY","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","MONTHLY","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-GUTENBERG","L3","CULTURE","PUBLIC_DOMAIN_BOOKS","Project Gutenberg selected books","Project Gutenberg","MULTI","US_CATALOG_PT_EU_REVIEW","https://www.gutenberg.org/","https://www.gutenberg.org/","EPUB_HTML_TXT","EPUB_BROWSER","LARGE","US_PUBLIC_DOMAIN_ITEM_AND_TRADEMARK_TERMS","https://www.gutenberg.org/policy/license","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","CULTURAL_REPOSITORY","REFERENCE_ONLY","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","PER_ITEM","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED","Portugal EU rights check required"
"PKG-STANDARD-EBOOKS","L2","CULTURE","CURATED_EBOOKS","Standard Ebooks selected titles","Standard Ebooks","EN","US_CATALOG_PT_EU_REVIEW","https://standardebooks.org/","https://standardebooks.org/","EPUB","EPUB_READER","MEDIUM","PUBLIC_DOMAIN_AND_PROJECT_TERMS_PER_TITLE","https://standardebooks.org/about/colophon","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","CULTURAL_PROJECT","REFERENCE_ONLY","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","PER_ITEM","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED","Check author translation illustration rights in Portugal EU"
"PKG-OPENSTAX","L2","EDUCATION","TEXTBOOKS","Selected OpenStax textbooks","OpenStax","EN","GLOBAL","https://openstax.org/subjects","https://openstax.org/subjects","PDF_EPUB","PDF_EPUB_READER","LARGE","PER_TITLE_OFTEN_CC-BY-NC-SA-4.0","https://help.openstax.org/s/article/Licensing-information-of-OpenStax-textbooks","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","EDUCATION_PUBLISHER","REFERENCE_EDUCATION","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","PER_EDITION","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-MIT-OCW","L3","EDUCATION","COURSEWARE","Selected MIT OpenCourseWare","MIT","EN","GLOBAL","https://ocw.mit.edu/","https://ocw.mit.edu/","HTML_PDF_VIDEO","BROWSER_MEDIA_PLAYER","VERY_LARGE","CC-BY-NC-SA-4.0_WITH_EXCLUSIONS","https://ocw.mit.edu/pages/privacy-and-terms-of-use/","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","UNIVERSITY","REFERENCE_EDUCATION","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","PER_COURSE","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-PHET","L2","EDUCATION","SIMULATIONS","PhET regular HTML5 simulations","University of Colorado Boulder","MULTI","GLOBAL","https://phet.colorado.edu/","https://phet.colorado.edu/","HTML5","BROWSER","LARGE","CC-BY-NC-4.0_REGULAR_SIMS","https://phet.colorado.edu/en/licensing","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","UNIVERSITY","REFERENCE_EDUCATION","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","ANNUAL","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED","PhET-iO and Studio excluded"
"PKG-KOLIBRI","L2","SOFTWARE","OFFLINE_LEARNING","Kolibri offline learning platform","Learning Equality","MULTI","GLOBAL","https://learningequality.org/kolibri/about-kolibri/","https://learningequality.org/kolibri/about-kolibri/","BINARIES_SOURCE_CHANNELS","LOCAL_SERVER_BROWSER","LARGE","SOFTWARE_OPEN_SOURCE_CONTENT_PER_CHANNEL","https://github.com/learningequality/kolibri","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","OPEN_SOURCE_NONPROFIT","REFERENCE_EDUCATION","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","6_MONTHS","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-WHO-PUBLICATIONS","L1","MEDICAL","WHO_PUBLICATIONS","Selected WHO current publications","WHO","MULTI","GLOBAL","https://www.who.int/publications","https://www.who.int/publications","PDF_HTML","PDF_BROWSER","LARGE","PER_ITEM_OFTEN_CC-BY-NC-SA-3.0-IGO_POST_2016","https://www.who.int/about/policies/publishing/copyright","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","INTERNATIONAL_AUTHORITY","PROFESSIONAL_REVIEW_REQUIRED","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","QUARTERLY","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED","Third-party material and translation rules per item"
"PKG-WHO-IRIS","L2","MEDICAL","WHO_REPOSITORY","WHO IRIS selected repository packages","WHO","MULTI","GLOBAL","https://iris.who.int/","https://iris.who.int/","PDF_METADATA","PDF_BROWSER","VERY_LARGE","PER_ITEM","https://www.who.int/about/policies/publishing/copyright","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","INTERNATIONAL_AUTHORITY","PROFESSIONAL_REVIEW_REQUIRED","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","QUARTERLY","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-WHO-EUROPE-RU","L1","MEDICAL","OFFICIAL_RUSSIAN","WHO Europe official Russian publications","WHO Europe","RU","EUROPE","https://www.who.int/europe/ru/publications","https://www.who.int/europe/ru/publications","PDF_HTML","PDF_BROWSER","LARGE","PER_ITEM","https://www.who.int/about/policies/publishing/copyright","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","INTERNATIONAL_AUTHORITY","PROFESSIONAL_REVIEW_REQUIRED","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","QUARTERLY","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-DGS-PT","L1","MEDICAL","PORTUGAL_HEALTH_GUIDANCE","Selected current DGS guidance","Direção-Geral da Saúde","PT","PT","https://www.dgs.pt/","https://www.dgs.pt/normas-orientacoes-e-informacoes/normas-e-circulares-normativas","URL_METADATA_ONLY","BROWSER_WHEN_NETWORK_RETURNS","SMALL","ALL_RIGHTS_RESERVED_PERMISSION_OR_LEGAL_BASIS_REQUIRED","https://www.dgs.pt/","LOCAL_REPRODUCTION_RIGHTS_UNVERIFIED","DO_NOT_INGEST","YES_IF_AUTHORIZED","NATIONAL_AUTHORITY","LOCAL_MEDICAL_CURRENTNESS_REQUIRED","NOT_REVIEWED","NOT_REVIEWED","DO_NOT_INGEST","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","QUARTERLY","","KEEP_METADATA_AND_RIGHTS_EVIDENCE","PUBLIC_METADATA_ONLY","Payload запрещён до сохранённого разрешения или конкретного правового основания"
"PKG-INFARMED","L1","MEDICAL","MEDICINES_REGULATOR","INFARMED medicine and safety information","INFARMED","PT","PT","https://www.infarmed.pt/","https://extranet.infarmed.pt/INFOMED-fo/guia-condicoes-utilizacao.xhtml","URL_METADATA_ONLY","BROWSER_WHEN_NETWORK_RETURNS","SMALL","REPRODUCTION_REQUIRES_WRITTEN_PERMISSION","https://extranet.infarmed.pt/INFOMED-fo/guia-condicoes-utilizacao.xhtml","LOCAL_REPRODUCTION_RIGHTS_UNVERIFIED","DO_NOT_INGEST","YES_IF_AUTHORIZED","NATIONAL_REGULATOR","LOCAL_MEDICAL_CURRENTNESS_REQUIRED","NOT_REVIEWED","NOT_REVIEWED","DO_NOT_INGEST","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","MONTHLY","","KEEP_METADATA_AND_RIGHTS_EVIDENCE","PUBLIC_METADATA_ONLY","Infomed terms explicitly prohibit reproduction without written permission; no payload in offline corpus until evidence"
"PKG-ECDC","L1","MEDICAL","PUBLIC_HEALTH","Selected current ECDC publications and datasets","ECDC","EN","EU","https://www.ecdc.europa.eu/en/publications-data","https://www.ecdc.europa.eu/en/publications-data","PDF_CSV_HTML","PDF_SPREADSHEET_BROWSER","LARGE","EU_REUSE_WITH_ITEM_EXCEPTIONS","https://www.ecdc.europa.eu/en/copyright","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","EU_AUTHORITY","PUBLIC_HEALTH_CURRENTNESS_REQUIRED","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","QUARTERLY","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-ERC-GUIDELINES","L1","MEDICAL","RESUSCITATION","Current European Resuscitation Council guidelines","ERC","EN","EU","https://www.erc.edu/science-research/guidelines/","https://www.erc.edu/science-research/guidelines/","PDF_HTML","PDF_BROWSER","MEDIUM","RIGHTS_REVIEW_REQUIRED","https://www.erc.edu/","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","PROFESSIONAL_BODY","TRAINING_AND_LOCAL_REVIEW_REQUIRED","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","ON_NEW_GUIDELINE","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-CDC-PUBLIC","L2","MEDICAL","PUBLIC_GUIDANCE","Selected CDC public guidance","CDC","EN","US_REFERENCE","https://www.cdc.gov/","https://www.cdc.gov/","PDF_HTML","PDF_BROWSER","LARGE","US_GOV_WITH_THIRD_PARTY_EXCEPTIONS","https://www.cdc.gov/other/agencymaterials.html","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","NATIONAL_AUTHORITY","LOCAL_APPLICABILITY_REVIEW_REQUIRED","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","QUARTERLY","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
"PKG-FAO-REPOSITORY","L2","AGRICULTURE","FAO_KNOWLEDGE","Selected FAO Knowledge Repository publications","FAO","MULTI","GLOBAL","https://openknowledge.fao.org/","https://openknowledge.fao.org/","PDF_METADATA","PDF_BROWSER","VERY_LARGE","PER_ITEM_OFTEN_CC-BY-NC-SA-3.0-IGO","https://www.fao.org/publications/about-fao-publishing/permissions/","PRELIMINARY_SOURCE_PAGE_ONLY","REVIEW_REQUIRED","VERIFY_PER_PACKAGE","INTERNATIONAL_AUTHORITY","REFERENCE_WITH_LOCAL_REVIEW","NOT_REVIEWED","NOT_REVIEWED","NOT_DOWNLOADED","","","","","","NOT_CHECKED","NOT_SCANNED","NOT_TESTED","NOT_INDEXED","ANNUAL","","KEEP_LATEST_PLUS_SUPERSEDED_HISTORY","PUBLIC_OR_LICENSE_RESTRICTED",""
